All Area,Zone,Log,current level,Current Side,Plant,Row,Max Bay,Bay,Level,StartSide,Side,Location_Code
J016R,J,01,6,R,PS2,J,5,05,6,R,R,PS2_J_05_6_R
J021L,J,02,1,L,PS2,J,5,04,1,R,L,PS2_J_04_1_L
J021R,J,02,1,R,PS2,J,5,04,1,R,R,PS2_J_04_1_R
J022L,J,02,2,L,PS2,J,5,04,2,R,L,PS2_J_04_2_L
J022R,J,02,2,R,PS2,J,5,04,2,R,R,PS2_J_04_2_R
J023L,J,02,3,L,PS2,J,5,04,3,R,L,PS2_J_04_3_L
J023R,J,02,3,R,PS2,J,5,04,3,R,R,PS2_J_04_3_R
J024L,J,02,4,L,PS2,J,5,04,4,R,L,PS2_J_04_4_L
J024R,J,02,4,R,PS2,J,5,04,4,R,R,PS2_J_04_4_R
J025L,J,02,5,L,PS2,J,5,04,5,R,L,PS2_J_04_5_L
J025R,J,02,5,R,PS2,J,5,04,5,R,R,PS2_J_04_5_R
J026L,J,02,6,L,PS2,J,5,04,6,R,L,PS2_J_04_6_L
J026R,J,02,6,R,PS2,J,5,04,6,R,R,PS2_J_04_6_R
J031L,J,03,1,L,PS2,J,5,03,1,R,L,PS2_J_03_1_L
J031R,J,03,1,R,PS2,J,5,03,1,R,R,PS2_J_03_1_R
J032L,J,03,2,L,PS2,J,5,03,2,R,L,PS2_J_03_2_L
J032R,J,03,2,R,PS2,J,5,03,2,R,R,PS2_J_03_2_R
J033L,J,03,3,L,PS2,J,5,03,3,R,L,PS2_J_03_3_L
J033R,J,03,3,R,PS2,J,5,03,3,R,R,PS2_J_03_3_R
J034L,J,03,4,L,PS2,J,5,03,4,R,L,PS2_J_03_4_L
J034R,J,03,4,R,PS2,J,5,03,4,R,R,PS2_J_03_4_R
J035L,J,03,5,L,PS2,J,5,03,5,R,L,PS2_J_03_5_L
J035R,J,03,5,R,PS2,J,5,03,5,R,R,PS2_J_03_5_R
J036L,J,03,6,L,PS2,J,5,03,6,R,L,PS2_J_03_6_L
J036R,J,03,6,R,PS2,J,5,03,6,R,R,PS2_J_03_6_R
J041L,J,04,1,L,PS2,J,5,02,1,R,L,PS2_J_02_1_L
J041R,J,04,1,R,PS2,J,5,02,1,R,R,PS2_J_02_1_R
J042L,J,04,2,L,PS2,J,5,02,2,R,L,PS2_J_02_2_L
J042R,J,04,2,R,PS2,J,5,02,2,R,R,PS2_J_02_2_R
J043L,J,04,3,L,PS2,J,5,02,3,R,L,PS2_J_02_3_L
J043R,J,04,3,R,PS2,J,5,02,3,R,R,PS2_J_02_3_R
J044L,J,04,4,L,PS2,J,5,02,4,R,L,PS2_J_02_4_L
J044R,J,04,4,R,PS2,J,5,02,4,R,R,PS2_J_02_4_R
J045L,J,04,5,L,PS2,J,5,02,5,R,L,PS2_J_02_5_L
J045R,J,04,5,R,PS2,J,5,02,5,R,R,PS2_J_02_5_R
J046L,J,04,6,L,PS2,J,5,02,6,R,L,PS2_J_02_6_L
J046R,J,04,6,R,PS2,J,5,02,6,R,R,PS2_J_02_6_R
J051L,J,05,1,L,PS2,J,5,01,1,R,L,PS2_J_01_1_L
J051R,J,05,1,R,PS2,J,5,01,1,R,R,PS2_J_01_1_R
J052L,J,05,2,L,PS2,J,5,01,2,R,L,PS2_J_01_2_L
J052R,J,05,2,R,PS2,J,5,01,2,R,R,PS2_J_01_2_R
J053L,J,05,3,L,PS2,J,5,01,3,R,L,PS2_J_01_3_L
J053R,J,05,3,R,PS2,J,5,01,3,R,R,PS2_J_01_3_R
J054L,J,05,4,L,PS2,J,5,01,4,R,L,PS2_J_01_4_L
J054R,J,05,4,R,PS2,J,5,01,4,R,R,PS2_J_01_4_R
J055L,J,05,5,L,PS2,J,5,01,5,R,L,PS2_J_01_5_L
J055R,J,05,5,R,PS2,J,5,01,5,R,R,PS2_J_01_5_R
J056L,J,05,6,L,PS2,J,5,01,6,R,L,PS2_J_01_6_L
J056R,J,05,6,R,PS2,J,5,01,6,R,R,PS2_J_01_6_R
K011L,K,01,1,L,PS2,K,5,05,1,L,L,PS2_K_05_1_L
K011R,K,01,1,R,PS2,K,5,05,1,L,R,PS2_K_05_1_R
K012L,K,01,2,L,PS2,K,5,05,2,L,L,PS2_K_05_2_L
K012R,K,01,2,R,PS2,K,5,05,2,L,R,PS2_K_05_2_R
K013L,K,01,3,L,PS2,K,5,05,3,L,L,PS2_K_05_3_L
K013R,K,01,3,R,PS2,K,5,05,3,L,R,PS2_K_05_3_R
K014L,K,01,4,L,PS2,K,5,05,4,L,L,PS2_K_05_4_L
K014R,K,01,4,R,PS2,K,5,05,4,L,R,PS2_K_05_4_R
K015L,K,01,5,L,PS2,K,5,05,5,L,L,PS2_K_05_5_L
K015R,K,01,5,R,PS2,K,5,05,5,L,R,PS2_K_05_5_R
K016L,K,01,6,L,PS2,K,5,05,6,L,L,PS2_K_05_6_L
K016R,K,01,6,R,PS2,K,5,05,6,L,R,PS2_K_05_6_R
K021L,K,02,1,L,PS2,K,5,04,1,L,L,PS2_K_04_1_L
K021R,K,02,1,R,PS2,K,5,04,1,L,R,PS2_K_04_1_R
K022L,K,02,2,L,PS2,K,5,04,2,L,L,PS2_K_04_2_L
K022R,K,02,2,R,PS2,K,5,04,2,L,R,PS2_K_04_2_R
K023L,K,02,3,L,PS2,K,5,04,3,L,L,PS2_K_04_3_L
K023R,K,02,3,R,PS2,K,5,04,3,L,R,PS2_K_04_3_R
K024L,K,02,4,L,PS2,K,5,04,4,L,L,PS2_K_04_4_L
K024R,K,02,4,R,PS2,K,5,04,4,L,R,PS2_K_04_4_R
K025L,K,02,5,L,PS2,K,5,04,5,L,L,PS2_K_04_5_L
K025R,K,02,5,R,PS2,K,5,04,5,L,R,PS2_K_04_5_R
K026L,K,02,6,L,PS2,K,5,04,6,L,L,PS2_K_04_6_L
K026R,K,02,6,R,PS2,K,5,04,6,L,R,PS2_K_04_6_R
K031L,K,03,1,L,PS2,K,5,03,1,L,L,PS2_K_03_1_L
K031R,K,03,1,R,PS2,K,5,03,1,L,R,PS2_K_03_1_R
K032L,K,03,2,L,PS2,K,5,03,2,L,L,PS2_K_03_2_L
K032R,K,03,2,R,PS2,K,5,03,2,L,R,PS2_K_03_2_R
K033L,K,03,3,L,PS2,K,5,03,3,L,L,PS2_K_03_3_L
K033R,K,03,3,R,PS2,K,5,03,3,L,R,PS2_K_03_3_R
K034L,K,03,4,L,PS2,K,5,03,4,L,L,PS2_K_03_4_L
K034R,K,03,4,R,PS2,K,5,03,4,L,R,PS2_K_03_4_R
K035L,K,03,5,L,PS2,K,5,03,5,L,L,PS2_K_03_5_L
K035R,K,03,5,R,PS2,K,5,03,5,L,R,PS2_K_03_5_R
K036L,K,03,6,L,PS2,K,5,03,6,L,L,PS2_K_03_6_L
K036R,K,03,6,R,PS2,K,5,03,6,L,R,PS2_K_03_6_R
K041L,K,04,1,L,PS2,K,5,02,1,L,L,PS2_K_02_1_L
K041R,K,04,1,R,PS2,K,5,02,1,L,R,PS2_K_02_1_R
K042L,K,04,2,L,PS2,K,5,02,2,L,L,PS2_K_02_2_L
K042R,K,04,2,R,PS2,K,5,02,2,L,R,PS2_K_02_2_R
K043L,K,04,3,L,PS2,K,5,02,3,L,L,PS2_K_02_3_L
K043R,K,04,3,R,PS2,K,5,02,3,L,R,PS2_K_02_3_R
K044L,K,04,4,L,PS2,K,5,02,4,L,L,PS2_K_02_4_L
K044R,K,04,4,R,PS2,K,5,02,4,L,R,PS2_K_02_4_R
K045L,K,04,5,L,PS2,K,5,02,5,L,L,PS2_K_02_5_L
K045R,K,04,5,R,PS2,K,5,02,5,L,R,PS2_K_02_5_R
K046L,K,04,6,L,PS2,K,5,02,6,L,L,PS2_K_02_6_L
K046R,K,04,6,R,PS2,K,5,02,6,L,R,PS2_K_02_6_R
K051L,K,05,1,L,PS2,K,5,01,1,L,L,PS2_K_01_1_L
K051R,K,05,1,R,PS2,K,5,01,1,L,R,PS2_K_01_1_R
K052L,K,05,2,L,PS2,K,5,01,2,L,L,PS2_K_01_2_L
K052R,K,05,2,R,PS2,K,5,01,2,L,R,PS2_K_01_2_R
K053L,K,05,3,L,PS2,K,5,01,3,L,L,PS2_K_01_3_L
K053R,K,05,3,R,PS2,K,5,01,3,L,R,PS2_K_01_3_R
K054L,K,05,4,L,PS2,K,5,01,4,L,L,PS2_K_01_4_L
K054R,K,05,4,R,PS2,K,5,01,4,L,R,PS2_K_01_4_R
K055L,K,05,5,L,PS2,K,5,01,5,L,L,PS2_K_01_5_L
K055R,K,05,5,R,PS2,K,5,01,5,L,R,PS2_K_01_5_R
K056L,K,05,6,L,PS2,K,5,01,6,L,L,PS2_K_01_6_L
K056R,K,05,6,R,PS2,K,5,01,6,L,R,PS2_K_01_6_R
